"","job_title","job_description","job_salary","city","state","company_name","company_industry","company_sector","company_rating","bachelors","masters","phd"
"19","AI Infrastructure Software Engineer (H1B Welcome)","We are looking for Infrastructure engineers to develop data storage, compute, and data processing infrastructure for various ML/DL applications. Your work is to integrate ML models and web services in production environment with reliable and scalable infrastructure.Responsibilities: o Setup dataset management infrastructure, and define and develop DevOps process and tools.o AI infra and data-driven tools development. Develop AI and MLOps tools to accelerate the Computer Vision model training pipeline and lifecycle processes.o Develop algorithms and tools to streamline data collection, data annotation, and dataset building and close-loop AI training process.o Coordinate with the team managing the GPU hardware cluster to maintain high availability / jobs throughput for Machine Learning.Qualifications: o Master's Degree or above in Computer Science or related areas.o Proficient in python, and one of other major programming languages such as golang, C/C++, etc.o Familiar with networking and Linux system commands and shell scripts.o Familiar with common cloud services (AWS or Google Cloud).o Debugging and troubleshooting kills.o Hands-on experience with k8s, a plus. Prior DevOps/SRE experience, a plus.o Excellent communication skills and cross-team coordinationAbout Black Sesame TechnologiesOur deep learning team helps autonomous vehicles sense and perceive the world. You will play an important role in creating novel algorithms for advanced perception and applying your algorithm on terabytes of data. You will also work closely with other talents in this field in building the next-generation of autonomous sensing algorithms.To develop algorithms and pipelines for BST projects in intelligent driving technologies. The goal is to apply the state of the art AI algorithms on cars to make driving smarter and safer. Here you will be responsible for developing state of the art algorithms for perception.H1B WelcomeWe welcome H1B transfers with very good support in terms of benefits as well as your career growth in terms of training in various cutting edge technologies.The company has made an effort to boost international student hiring, offering a variety of openings designed to attract global tech talent. We are dedicated to strengthening our international presence.Job Type: Full-timeBenefits:401(k)401(k) matchingDental insuranceEmployee assistance programEmployee discountFlexible spending accountHealth insuranceHealth savings accountLife insurancePaid time offReferral programVision insuranceSchedule:Monday to FridaySupplemental Pay:Bonus payEducation:Master's (Preferred)Experience:Industrial: 3 years (Preferred)Cloud Service: 1 year (Preferred)Work Location:One locationWork Remotely:Temporarily due to COVID-19Work Location: One location","$94,068 - $208,884","San Jose","CA","Black Sesame Technologies Inc",NA,NA,3.1,1,1,0
"20","Senior Data Analyst","Senior Data Analyst This is a largely analytical role, with heavy use of SQL to create ad-hoc reporting, forecasting and more. The Data Analyst will play a key role in supporting the purchasing and supply chain processes for the company and will report to the Purchasing Department manager with significant exposure to the CFO and CEO. Primary responsibilities: Model data using MS Excel, Access, SQL, and/or other data warehouse analytical tools Analyze data, compile research and offer possible solutions Participate in collaborative forecasting process Gather forecast related intelligence from other groups/individuals such as sales, marketing, and executive management Complete weekly SKU level forecast exception review, recommend changes to forecast, and execute those changes in the demand planning and ERP systems Compile and distribute regular weekly or monthly reporting including dashboards, forecast accuracy and other sales related scorecards Other ad-hoc modeling and continuous improvement projects Documents technical requirements, designs and develops systems, executes test strategies and deploys solutions Create, troubleshoot, and maintain stored procedures, views, triggers, and functions Develop sufficient knowledge of the current IT applications/technology to ensure solutions developed meet the needed objectives Develop and enforce division's IT application standards Required Skills/Background Bachelor's degree in related field and/or comparable experience Basic Microsoft SQL Server Database development required Advanced Microsoft Excel and intermediate Microsoft Access skills required Experience creating ad-hoc reports preferred Intermediate level analytical, organizational, documentation and communications skills Desire and ability to work in a dynamic, deadline oriented environment Strong analytical skills, attention to detail and ability to work independently Flexible with the ability to manage multiple projects and changing priorities Proactive drive to improve processes with a ""can-do"" attitude","$63,678 - $115,589","Bridgeton","MO","Store Supply Warehouse Llc","Other Retail Stores","Retail",3.7,1,1,0
"21","Data Scientist","What We Offer: At Blain's Farm & Fleet we believe everyone deserves the opportunity to have a job they love, work in a great environment, grow their career, and enjoy a positive balance. As a family-owned retailer we take pride in offering a competitive benefit package designed to support you and your life. It is one of the reasons we have been named a Forbes Best Employer for three consecutive years! We provide development to help you grow your career Employee discount Internal recognition programs that support an engaged workplace Profit Sharing 401 (K) with company match Hybrid WFH Model What Youall Do: Do you have a passion for solving complex and impactful problems utilizing your experience in machine learning, artificial intelligence, and causal inference? We are looking for intellectually curious data scientists to join our new data science team that provides advanced analytics that drive key corporate strategies. You will have direct visibility with our executive leadership team - the data science practice is mission critical in driving fact-based insights generation for our key strategic initiatives. The data scientist will work with a cross-functional team to identify business opportunities and develop full cycle analytics projects from scoping the business problem, model development, implementation, and performance measurement. This role will work across the organization to provide analytical solutions to our operations, marketing, merchandising, demand planning, supply chain, finance, automotive services, and HR functions. You will be involved in extracting insights from vast amounts of data by building machine learning/AI models, segmentation, customer profile analytics, margin/price optimization, supply chain analysis, market basket analysis, and design of experiments (DOE). The candidate will be responsible for taking insights and driving action by telling the story behind the data. Answer complex business problems by utilizing machine learning, statistical analysis, and simulation techniques. Design and run analytics for in-market experiments (i.e., causal inference, A/B testing, and MVT test & learn). Develop cutting edge solutions for classification, regression, forecasting, clustering, and optimization problems while ensuring the quality and robustness of those solutions. Partner with our data engineering team to define data sourcing needs, feature engineering, data frameworks, and analytical pipeline development that supports project success. Conduct data preparation via data ingestion, cleaning, imputation, feature engineering, and feature selection. Develop best practices for analytics (tools, standards, validations, and models) and share with peers. Provide mentoring and coaching to our associates regarding extracting insights utilizing analytics. What it Takes: BA/BS degree in quantitative field (i.e., data science, statistics, engineering, economics, mathematics, physics, computer science) and at least 5 years of experience in data science or similar role OR Master's degree in quantitative field (i.e., data science, statistics, engineering, economics, mathematics, physics, computer science) and at least 3 years of experience in data science or similar role OR PhD in quantitative field (i.e., data science, statistics, engineering, economics, mathematics, physics, computer science). Expertise in machine learning, statistical analysis, customer lifetime value models, pattern recognition, segmentation, clustering, optimization, and Monte Carlo simulations. Experience within retail industry providing solutions to challenges such as margin optimization, price optimization, market basket analysis, promotion analytics, campaign analytics, cannibalization analysis, e-commerce, and supply chain analysis. Experience with marketing loyalty programs, email, direct mail, and digital marketing a plus. Experience designing in-market experiments, sample sizing, and statistical testing - causal inference analytics (i.e., A/B testing, MVT, test & learn). Experience developing scripts within Python/R and SQL. Experience with data visualization and scorecards using Tableau, Power BI, or similar tools. Experience working with large data sets and efficient programming techniques. Experience gathering business requirements, defining the problem, problem structuring, and applying analytics to answer key questions. Experience or willingness to learn large-scale data and distributed computing (e.g., Azure, AWS, Google, etc. and/or Hadoop, Spark). Excellent leadership, facilitation, and interpersonal skills, with the ability to work across functional lines and communicate effectively with both advanced analytical peers and business partners. Experience presenting results to executive leadership and business stakeholders. Ability to thrive and adapt in a fast-paced, entrepreneurial environment. Ability to prioritize and manage multiple projects using agile project management methodologies. #ind3","$56,277 - $98,241","Janesville","WI","Blain's Farm & Fleet","c(""Other Retail Stores"", NA)","Retail",3.2,1,1,1
"22","Data Scientist","Position Overview: ZENETEX specializes in management and technology support services for a variety of Federal agencies and commercial organizations nationwide. ""Because Service Matters"" is our corporate cultural philosophy that brings total focus to both our employees and our customers. We have a great opportunity for a Data Scientist at Quantico, VA. This position will require an active DoD TS/SCI clearance. Description: The DATA SCIENTIST will perform the following tasks: Conduct Data Science activities, applying skills and experience extracting new and innovative insights from complex, non-traditional, and/or large datasets. Must be capable of working with intelligence analysts to identify innovative ways to apply data science to publicly available information in order to meet intelligence requirements derived from SIPRNet or JWICS sources. Qualifications: An Active Top Secret clearance based on a current SSBI plus current SCI access or SCI eligibility. 5+ years of data science experience in collecting and managing structured and unstructured data sets. 5+ years' experience with data analytics data creation, transfer, and storage on the internet, create analytic tools and models. 5+ years' experience creating models using math and statistics to represent processes. 5+ years' experience writing code (python, R, SQL) for modeling and analysis algorithms. 5+ years' experience extracting new and innovating insights from non-traditional, and/or large datasets. 5+ years' experience in global intelligence operations, functions and collaboration supported by SIPRNet and JWICS. Requests for reasonable accommodations will be considered to enable individuals with disabilities to perform the principal (essential) functions of this job. Security Clearance: This positions require an Active Top Secret clearance based on a current SSBI plus current SCI access or SCI eligibility. ZENETEX is an equal opportunity/affirmative action employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.","$71,336 - $131,770","Quantico","VA","Zenetex LLC","Architectural & Engineering Services","Business Services",3.6,0,0,0
"23","Director of Decision Science","About usRated one of the fastest-growing companies in St. Louis for two years in a row, Anvil is a digital marketing and analytics agency that specializes in the healthcare and private equity space. We work as partners with our clients to help ensure their marketing budget is properly tracked and campaigns are optimized to drive the highest possible ROI. We're committed to our passion for data and analytics as growth mechanisms for smart companies.Anvil offers a competitive base salary, as well as an employer-paid benefits package and a 401(k). We also offer a generous PTO allowance plus half-day Fridays year-round!The Director of Decision Science will lead Anvil's Decision Science department. We work with an impressive roster of clients (80% healthcare) across the country and they rely on our team to help them understand the impact of their marketing dollars. Our team helps our clients ensure the data they are relying on to make decisions is accurate and timely, and design dashboards that provide real insight into their decision-making process. The Decision Science team then works cross-functionally with our marketing and strategy teams to implement strategic and tactical campaign improvements to drive better results.The Director is responsible for understanding clients' reporting and insights requirements, developing technical solutions, managing the team to fulfill the proposed solution, and showcasing the final product to the client. Strong experience in marketing business intelligence, including foundational Google Analytics, GTM and ETL and data warehousing is required. This role requires strong communication skills, problem-solving abilities, and technical acumen. An optimistic attitude and excitement to solve our clients' reporting frustrations is necessary!Essential Functions: You'll have to get the actual client work done (yourself and with your team as it's built), including:Report and analyze web traffic, website behavior, and campaign performance for multiple clientsWork collaboratively to identify KPIs, business needs and to provide data-driven insights that fuel business and marketing decisionsBuild custom dashboards and generate analyses with the goal to tell stories and present results to key clientsConduct analyses around business questions and goalsAudit Google Analytics and GTM implementations across client accounts, ensuring accurate tracking and reportingProactively discover solutions and provide recommendations to improve our clients' websites' content creation and distribution processes. Recommendations will include design and content enhancements, CTA optimization, and promotion opportunitiesEvaluate traffic acquisition, user experience, and site conversions to provide strategic and tactical recommendations to improve a website's performanceSolve difficult-to-track analytics issues with the goal of measuring the complete customer journey onlineAssess emerging tools and industry trends to build a competitive tool-set with an early-adoption mindsetSetup and execute conversion rate optimization (CRO) tests to improve our clients' website performanceRequirements: Excellent communication skills and the ability to effectively summarize and present resultsGoogle Analytics, Google Tag Manager, Data Studio, data pulls + visualizations, reporting, statistical analysisSomeone who can strategize how to connect systems together6+ years of experience in web analytics, content optimization and competitor analysisPassion for driving results and a solid understanding of measurement, web analytics, and user testing strategiesReady to collaborate with cross-functional teams from content and media to UX and web developmentExcellent web analytics skills and the ability to analyze complex sets of dataExperience with website management, Google Analytics, Google Search Console, Content Management SystemsExpert level understanding of tag management solutions, specifically GTMExperience with server-side tagging is preferredAbility to collect data from multiple sources including web, marketing, and customer databases to create combined viewsAbility to manage multiple deadlines in parallel and expectations for workload as well as managing workflow deliverablesExperience with database management, JavaScript and basic HTMLExpertise with BI tools such as Power BI, Tableau or Data Studio requiredJob Type: Full-timePay: From $90,000.00 per yearBenefits:401(k)401(k) matchingDental insuranceFlexible scheduleHealth insurancePaid time offParental leaveRetirement planTuition reimbursementVision insuranceSchedule:8 hour shiftDay shiftMonday to FridaySupplemental Pay:Bonus payCOVID-19 considerations:We have a creative office in Webster Groves where employees that feel comfortable visit 1-2 times per week, otherwise we work from home for now. We will revisit our policy as conditions change.Education:Master's (Preferred)Experience:Agency: 3 years (Preferred)Google Analytics: 5 years (Required)Data warehouse: 3 years (Preferred)Google Tag Manager: 4 years (Required)Work Location: One location","Not Provided","St. Louis","MI","Anvil Analytics and Insights, LLC",NA,NA,0,0,1,0
"24","Manager of Data Science","Manager, Data Science WHO WE ARE: Tealium is the leader in real-time unified marketing solutions, helping brands seamlessly integrate their siloed applications and data, and drive more profitable interactions across all digital touchpoints. Tealium's open real-time Universal Data Hub (UDH) is a platform that enables digital marketers, data and analytics, and IT the ability to manage, govern, enrich, activate, and own their overarching corporate data strategy, reducing chaos and building better customer experiences.Founded in 2008, Tealium is the most trusted vendor in its space and its award-winning solutions are used by 1000+ companies worldwide for their Customer Data Platform (CDP) and digital marketing needs.WHAT WE ARE LOOKING FOR:We are seeking an enthusiastic Manager, Data Scientist skilled in real-time Big Data frameworks to fully leverage vast data sets of the Tealium Universal Data Hub using machine learning, deep learning, optimization techniques, and predictive modeling.Tealium deals in trillions of events, so this is a data scientist dream in terms of data mining.YOUR DAY TO DAYCollaborate with our product development, engineering and digital strategy teams to build the next generation predictive-based action platformDiscover insights across a wide range of industries, including e-commerce, enterprise lead generation, content providers, and moreLeverage your ML modeling skills in both research and product development capacities around regression and classification models, but supervised and unsupervised.Create and enhance ML solutions surrounding predictive model, propensity modeling, audience segmentatino, identity resolution tools and surrounding tools.WHY YOU ARE THE PERFECT FITYou have a strong background in building solutions for audience segmentation, propsentity modeling (purchase, churn, lifetiem value) and entity and/or identity resolution using both probabilistic and deterministic methodsYou have 5+years experience building and working from Apache Spark, and graph databases such as Neo4j, TigerGraph, etc.You have 5+ years of professional experience working in Data Science, Machine Learning, and Data EngineeringYou possess a Master's Degree or PHD in Machine Learning, Data Science, Statistics, Computer Science or comparable studiesYou have experience training, evaluating and deploying machine learning models at scale from prototype to production for both batch and real-time use casesYou have experience working with Big Data distributed frameworks such as SparkYou have a strong machine learning software development skills in Python following PEP8 standardsYou have experience working with Python Data Science stack including Jupyter, SciKit-learn, Pandas, Numpy, PySpark, Tensorflow in productionYou can manipulate, transform, and clean raw data to drive advanced data analyticsYou have strong interpersonal skills, with the ability to work independently as a self-starter and within an agile team environmentYou tell data-driven stories clearly and concisely in a way that is intuitive and understood by the general publicYou have strong organizational skills when planning out and performing experimentation and thoroughly explaining decisions madeYou have experience working as part of an R&D Engineering team developing new products from ideation stagesYOUR IDEAL SKILLSYou have built identity resolution tools capable of handling petabyte scale enterprise dataYou have a track record of building real-time SaaS applications using ML-centric approaches at scaleYou have experience using the Databricks stack including Deltalake, MLflowYou have strong familiarity with AWS technologies such as Glue, DynamoDB, EMR and RedshiftYou have a strong background in Scrum in the Software Development Life Cycle with Python using Jira and gitYou bring industry experience in marketing, e-commerce, and/or ad networksWHY YOU WANT TO WORK HERE:The highly relevant and differentiated positioning of Tealium and our Universal Data Hub (UDH) make this a unique career opportunity working with real-time data at Petabyte scale managing 5+ Billion events/day. Organizations from small businesses to large global enterprises are standardizing on Tealium to drive improvements in their overall data and digital efforts, and we are a foundational platform to the smartest organizations and their strategy moving forward. There are over 1000 global enterprises now using Tealium and we have >92% renewal rates, which is best in class. Our corporate headquarters is located in Sunny San Diego! Our office space in Torrey Pines is just minutes from the beach and surrounded by beautiful hiking trails. Our beautiful location is just one of the many perks we offer! At Tealium we dress casual (but professional), enjoy the perks of a competitive paid time off policy, rich benefit plans, company holidays, 401(K) match, and Employee Stock Options - just to name a few. Not to mention we get to surround ourselves with amazing colleagues we enjoy working with daily.''Work RemotelyYesJob Type: Full-timePay: $170,000.00 - $190,000.00 per yearBenefits:401(k)401(k) matchingDental insuranceFlexible scheduleHealth insurancePaid time offParental leaveTuition reimbursementVision insuranceSchedule:Monday to FridaySupplemental Pay:Bonus payEducation:Bachelor's (Preferred)Experience:Python: 4 years (Preferred)Spark: 1 year (Preferred)Work Location: Remote","Not Provided","Remote","Remote","Tealium","Computer Hardware & Software","Information Technology",4,1,1,1
"25","Counter WMD Data Scientist","Overview: Systems Planning and Analysis, Inc. (SPA) is a well-established and progressive defense contracting company in the DC Metro area. We are a professional services firm established in 1972 that has a long-standing reputation for unrivaled technical and analytical support to some of the top decision makers in the Federal Sector. We do state of the art work and have a cadre of outstanding professionals on our team. SPA assists the Defense Threat Reduction Agency (DTRA) in developing leading edge technologies to counter WMD in support of CCMDs and transitioning these technologies to services and SOCOM. SPA provides expertise across the full range of chemical, biological, radiological, nuclear and high-yield explosives (CBRNE) WMD, Counter Improvised Threat and Countering Threat Network technologies to support understanding, detection, identification, characterization, denial, control, disabling, defeating, disposing, safeguarding the force, managing consequences, and test and evaluation in support of military and civilian operations. #CJ #IN123 Responsibilities: The successful Operations Research Analyst provides 1) critical decision and analytic support to the Joint Science and Technology Office for Defense Threat Reduction Agency (DTRA) RD for assessments, 2) demonstration, analysis, scientific codes, and other decision making in evaluating systems to counter WMD - biological and chemical threats, and counter threat networks, 3) Structures, develops, conducts and analyzes results from multiple data sources, 4) tailors complex modeling, simulation and analysis techniques, mathematics, statistical methods, optimization, and other principles and disciplines to conduct computational analysis and develop quantitatively based insights and findings that will drive operational, logistic, and acquisition decisions, 5) provides integral support to the methodology determination, conceptualization implementation, and analysis and quality assurance of modeling and simulation-based decision support system application, 6) develops knowledge regarding a stipulated issue through analysis of complex data sets, identifying actionable trends and problems, 7) Uses appropriate methods to creatively explore, mine, analyze and manipulate data sets ranging in size from sparse to petabytes and type (e.g. small number of .pdf text reports, Excel spreadsheets and .csv files to repositories of image or audio data), 8) interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining, analysis and learning techniques, 9) designs, develops and implements technical solutions in support of concurrent analysis and software development projects, and 10) may evaluate new data sources for adherence to the organization's quality standards and ease of integration. Qualifications: Bachelor's degree in Data Science, Software Engineering, Computer Science or a related field Up to 5 years of experience in a data science field Requires proficiency with computer databases and familiarity with a variety of programming tools that explore data through data mining, visualization, developing analytic software and models, or creating customized solutions such as scripts and dashboards Understanding of large data sets, development of databases and manipulation and integration of large data. Ability to obtain and maintain a DoD Secret level clearance Desired Qualifications Master's degree in computer science, data science, engineering, applied mathematics, or a related curriculum 2 years of project programming, database development, and visualization experience Knowledge of systems or models in data mining and M&S Final Secret or TS Clearance","$50,759 - $115,777","Lorton","VA","Systems Planning and Analysis, Inc.","Aerospace & Defense","Aerospace & Defense",3.9,1,1,0
"26","Information Technology/Data Scientist","About UsEndodontic SuperSystems (ESS) is a cutting edge software startup revolutionizing how small businesses operate. We strive to inspire a team of individuals with a greater vision to unlock imagination and become leaders that transform ideas into actions. We believe in focusing on the problem, not the person and starting each day emotionally fresh. Everyone in our team is transparent with one another while working as one unit and building one another up, not tearing them down.EFFICIENCY | We believe growth is inevitable through focus and organization.FREEDOM | We champion go-getters who want more out of life.CREATIVITY | We are unconventional thinkers that embrace all possibilities.COLLABORATION | We know we are stronger together.INNOVATION | We evolve our process whenever the moment calls for it.Our goal is to change the way small business operates in a brand-new way, using time efficiency as the main key.The Opportunity Here's your chance to work with innovative creators, take advantage of the limitless growth opportunities, and further enhance your career! Strengthen your abilities while embracing various skills, roles, and influencing the direction, growth, and culture of the company. Information Technology is vital in business operations and can even be defined as the glue within the SaaS business model. By being an early innovator in our IT department, you will help define and implement practices to maximize efficiency within our data structure. Maximize the scope of how you can optimize technological processes with this rare opportunity in the IT field.About you Creative, out-going, authentic, and inspiring? You are an innovative creator that sees potential everywhere and can uncover originality with liberated imagination. You are an out-of-the box thinker who is passionate about using analytic data to identify problems in new, innovative ways, find solutions, and improve relationships. A great communicator who loves to see the goals of others achieved is who you are.Job Responsibilities: Excellent communication skills with a commitment to understanding customer requirements as well as business objectives Ability to provide effective, strategic advice on the use of technology to achieve shared goals Commitment to supporting new technology implementation Constant willingness to aid with technical issues, as needed Design skills needed to help develop corporate IT systems and networks, ensuring the most effective architecture and functionality Must be able to adapt to perform in multiple roles in the short termQualifications and Skills (A Plus): Business data analytics Comfortable as IT Professional in a corporate setting. Project management solutions Microsoft Cloud Services Communication tools Video software solutions Critical thinking skills and an analytical mind with strong problem-solving abilities Computer skills Desktop publishing tools Use of presentation tools Must be comfortable taking ownership and sharing lessons learnedEducation and Experience Requirements: Strong verbal and written communication Analytical and process-oriented mindset Ability to produce concise yet thorough reports within IT and for other teams as needed Positive attitude and ability to work well within a team environment Active team player, self-starter, and multitasker who can easily adapt and adjust priorities Problem solving skills to revise existing systems and suggest improvements Bachelor's degree requiredWorking Schedule Job type: Full-Time Monday-Friday, 8:00 a.m. - 5:00 p.m.Salary and Benefits Annual Base Salary Range: $44,000-58,000 per year Bonus Opportunities Sick Time Paid Vacation Paid Holidays Medical Dental Vision Simple IRAJob Type: Full-timePay: $44,000.00 - $58,000.00 per yearBenefits:Dental insuranceHealth insurancePaid time offVision insuranceSchedule:8 hour shiftMonday to FridaySupplemental Pay:Bonus payAbility to commute/relocate:Fresno, CA: Reliably commute or planning to relocate before starting work (Preferred)Application Question(s):Please take assessment along with application submission https://www.ondemandassessment.com/link/index/JB-MQSJSZA1U?u=1025304Education:Bachelor's (Required)Experience:IT service management: 1 year (Preferred)Work Location: Multiple Locations","Not Provided","Fresno","CA","Endodontic SuperSystems",NA,NA,0,1,1,0
"27","Lead Software Developer (AI and Machine Learning)","RSDC, LLC (RSDC) is a Veteran Owned Small Business (VOSB) with a presence in the Washington, DC Metropolitan area headquartered in Arlington, Virginia with offices nationwide. We deliver results for our customers through accurate requirements capture and our Strategy to Operations solutions approach which results in positive impact and enduring change that drive value in our client's organizations. Alignment. It is more than a word to us - it is at the heart of what we do.RSDC is looking for an exceptional Software Developer Lead to lead the implementation of cognitive AI platforms. As the client's solution provider, the solutions engineer aligns the implementation tactics to cognitive client use cases by conducting technical activities. She/he delivers on value by following our standard delivery life cycle designed to exceed client goals. The successful candidate will have a hands-on programming background and stakeholder management experience. This is both a technical and client facing business role - that requires knowledge of the technical stacks listed below.RequirementsRESPONSIBILITIES: Lead Software Developer / AI Machine LearningFirm understanding of and commitment to the end-to-end plan in order to accomplish goals for client engagements.Align ""permit to build"" with client's solution design.Integrate Amelia to achieve overall aims.Debug any issues to increase optimal performance and quality of data.Prepare and support design reviews.Participate in daily standups and demonstrate ownership of project deliverables using a systematic and disciplined approach.Deliver on assigned work streams using IPsoft's standard implementation guidelines.Continually engage customer satisfaction among key customer project stakeholders.Coordinates closely with internal sales, support, and service resources by communicating project status and success metricsExperience in Java/ Javascript/ Groovy scriptingAbility to solve complex technical problems via the application of solution/design thinkingAbility to manage daily work efforts and risk via exceptions and thoughtful escalationsEnd-to-end technical experience in design, engineering, testing, dev ops, supportDemonstrated Leadership CapabilitiesPractical AI/cognitive and machine learning domain knowledgeAbility to communicate to both technical and non-technical audiencesJava/Javascript / Groovy required (anything else a bonus)Atlassian JIRA (task tracking), Bitbucket (Git version control), Bamboo (automated test, build, deploy), Confluence (documentation) or equivalent toolsetTool Stack:Our engineers are exposed to a wide variety of technologies and we encourage them to learn new skills. Each day brings different challenges, and our team thrives on the variety and intensity of our workplace. It's a dynamic environment fueled by the energy of our staff.QUALIFICATIONS: Required: Lead Software Developer / AI Machine LearningU.S. Citizenship requiredClearance: SECRET CLEARANCE EligibilityEducation: Bachelor's degree, or advance degree in Computer Science, Computer Engineering or Electrical EngineeringExperience: Minimum 3 years' experience in with software developmentPREFERRED:Experience with AI and data analytics preferred (Conversational AI solutions i.e., IPSoft Amelia, NICE, Automation Anywhere, C3 AI Suite, UI Path, etc.)BenefitsMore than just a paycheck. We recognize that benefit needs may differ from one employee to another, so we offer you a flexible approach to designing your benefits package. We provide a variety of competitive options in several benefits areas and make these benefits available to you on your first day of employment. A short list of our benefits include:Health, Dental and Vision InsuranceShort and Long Term Disability / AD&D and LIFERetirement PlansGenerous LeaveEmployee ReferralPeer RecognitionJob Type: Full-time","Not Provided","Remote","Remote","RSDC","Metal & Mineral Manufacturing","Manufacturing",0,1,0,0
"28","Senior Data Engineer","MORSE is an innovative, employee-owned, tech company located in Kendall Square in Cambridge, MA specializing in solving multi-disciplinary problems faced by the US National Security Ecosystem. Our specially selected team of engineers, software developers and scientists develop algorithms, software integrated prototypes and solutions for Artificial Intelligence, Machine Learning, Manned and Unmanned Aerial Vehicles, Mission Planning, and Situational Awareness. As a Senior Data Engineer at MORSE, you will work with our multidisciplinary team of scientists, engineers, and software developers on a variety of programs related to machine learning and artificial intelligence. You will be expected to rapidly define, develop, implement, and exercise ETL pipelines for complex systems that use data to help produce actionable insights in operational systems. Skills and Requirements A successful candidate will be working with data scientists, software engineers, and data providers to maintain data and transforms on that data. The candidate will be creating and maintaining novel pipelines for on premises hardware, externally hosted hardware, cloud-computing systems. The pipelines include data primarily from computer vision systems, traditional sensing systems, robotics data, and human generated label data. All data and pipelines are used for machine learning and artificial intelligence. US CITIZENSHIP REQUIRED, or the ability to obtain a U.S. Security Clearance BS, MS, or PhD in computer science, database management, data engineering, or equivalent 5+ years of experience as a data engineer Proficiency in Python and PySpark Experience with Docker Good communication skills Self-starter and driven Desired Skills: Experience with cloud computing (AWS, Azure, GCP) is a plus Familiarity with Kedro is a plus Familiarity with the latest data engineering trends Experience with Docker-compose Experience with Microservices Proficiency in one or more programming languages Demonstrated experience with large data sets in one or more of the following areas: parsing, cleaning, storage strategies, provenance tracking, database formats, and parallelized data transformations The team at MORSE takes pride in being the smart team that is easy to work with. We focus on steady, long-term success while maintaining a collaborative, enjoyable work experience for its employees. Our team values work-life balance through flexibility and other programs, along with a comprehensible benefits package for employees and families. For more information, please visit www.morsecorp.com.","$93,911 - $148,202","Cambridge","MA","MORSE Corp","Aerospace & Defense","Aerospace & Defense",4.7,1,1,1
"29","Data Scientist TS/SCI","Position Description/Job Responsibilities: The position will serve as a Data Scientist on the Air Force Tactical Exploitation of National Capabilities (TENCAP) HOPE contract located in Colorado Springs, CO Taking an agile approach, identify and assess strategic data requirements and priorities Assess potential data sources (internal and external, on-prem, multi-cloud, and SaaS) to build an inventory of data needed to implement the architecture Create and maintain current- and target-state data architectures and data catalog Develop conceptual, logical, and physical data models to support data analysis Define and manage standards, guidelines, and processes to ensure data quality, including the production of data dictionaries & standards Maintain KBR data governance framework & guidelines Integrate technical functionality (e.g. scalability, security, performance, data recovery, reliability, etc.) Implement measures to ensure data accuracy and accessibility Constantly monitor, refine and report on the performance of data governance and tools Research new opportunities for data acquisition Ensure new technology solutions and development are in alignment with data architecture and security principles and target state. Oversee end-to-end data life cycle management activities Requirements/Qualifications: Bachelor's Degree in Computer Science, Engineering or related field Minimum five (5) years of experience Algorithm development Experience establishing Data Architecture and Governance required Experience in data warehousing, data modeling, and/or data analysis Good knowledge of data management, data integration, and database development techniques Experience with database technologies (e.g., SQL, NoSQL, Oracle, Hadoop, Teradata) and cloud technologies (Azure, AWS) Experience with ETL and other business intelligence tools Experience developing data governance frameworks, reference architecture, security principles, and standards Certified Data Management Professional (CDMP) desirable Expert-level knowledge of statistics and probability (practice and thinking) Strong knowledge of common data science processes and best practices from rapid prototyping (feasibility and ROI estimates) to deployment Knowledge of emerging MLOps tools (e.g., DVC) to productize data science solutions (replicability, reliability, model versioning, monitoring) and general concepts, including various machine learning approaches, data management, visualization, validation, and productivity tools Active TS/SCI Clearance required Must be a U.S. Citizen Scheduled Weekly Hours: 40 Basic Compensation: Pay range: $110,000.00 - $150,000.00 The offered rate will be based on the selected candidate's knowledge, skills, abilities and/or experience and in consideration of internal parity. Additional Compensation: KBR may offer bonuses, commissions, or other forms of compensation to certain job titles or levels, per internal policy or contractual designation. Additional compensation may be in the form of sign on bonus, relocation benefits, short term incentives, long term incentives, or discretionary payments for exceptional performance. Benefits: KBR offers a selection of competitive lifestyle benefits which could include a 401K plan with company match, medical, dental, vision, life insurance, AD&D, flexible spending account, disability, paid time off, or flexible work schedule. We support career advancement through professional training and development. #LI-226035353_ML2","Not Provided","Colorado Springs","CO","KBR","Construction","Construction, Repair & Maintenance",3.8,1,0,0
